国名,人数,年月
豪州,2330,2022/7/1
豪州,2697,2022/8/1
豪州,4700,2022/9/1
豪州,11700,2022/10/1
ニュージーランド,40,2022/1/1
ニュージーランド,26,2022/2/1
ニュージーランド,106,2022/3/1
ニュージーランド,228,2022/4/1
ニュージーランド,220,2022/5/1
ニュージーランド,309,2022/6/1
ニュージーランド,575,2022/7/1
ニュージーランド,594,2022/8/1
その他オセアニア,6,2022/1/1
その他オセアニア,8,2022/2/1
その他オセアニア,38,2022/3/1
その他オセアニア,75,2022/4/1
その他オセアニア,57,2022/5/1
その他オセアニア,62,2022/6/1
その他オセアニア,68,2022/7/1
その他オセアニア,95,2022/8/1
無国籍・その他,3,2022/1/1
無国籍・その他,0,2022/2/1
無国籍・その他,7,2022/3/1
無国籍・その他,3,2022/4/1
無国籍・その他,3,2022/5/1
無国籍・その他,9,2022/6/1
無国籍・その他,11,2022/7/1
無国籍・その他,9,2022/8/1
